Track file,D:\My Documents\EthoVisionExperiments\Mark\Q40_0002\data\track_00299.trk
Object,0
Samples,98901
Injection #,1,
OF,3,
Rat ID,03NS,
Drug,Saline,
Lesion ,NMDA,
Body wt,363,
Group,NAc/Saline,
Test date,2012-01-12 09:15:00.000,yyyy-MM-dd HH:mm:ss
Experimenter,Amanda Toufeili,
Digitizing computer,Anna-2,
Scorer,Emma Mauti,
Study,Q40,
Comments,,
Observations,boards maybe on opposite tables,
Frame position,109136,
Status,Acquired,
Trial duration,0000:00:55:00.000,dd:HH:mm:ss
Tracking profile,OF3 352x240,
Arena,OF3 Jun11,
Track file,track_00299.trk,
Object,0,
Arena profile,OF3,
Start date & time,2012-01-19 11:30:04.187,yyyy-MM-dd HH:mm:ss
Stop date & time,2012-01-19 12:25:04.187,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,0,
Mobility high,0,
Movie file,of3 inj1 jan12_12 46SD 03NS 12SS mpeg2 Simplicity 352x240 1168rate.mpg,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,ZONES
29724,991.76,22.44,64.49,338.00,-
29725,991.79,22.44,64.49,363.00,-
29726,991.83,22.44,64.49,351.00,-
29727,991.86,22.44,64.49,366.00,-
29728,991.89,23.19,64.52,371.00,-
29729,991.93,23.19,64.52,353.00,-
29730,991.96,23.19,64.52,338.00,-
29731,991.99,23.19,64.52,346.00,-
29732,992.02,23.93,64.55,353.00,-
29733,992.06,23.93,64.55,347.00,-
29734,992.09,23.20,65.36,326.00,-
29735,992.13,23.20,65.36,328.00,-
29736,992.16,23.93,64.55,339.00,-
29737,992.19,23.93,63.72,335.00,-
29738,992.23,23.93,63.72,338.00,-
29739,992.26,23.93,63.72,326.00,-
29740,992.29,23.93,63.72,337.00,-
29741,992.33,23.93,63.72,339.00,-
29742,992.36,23.93,63.72,319.00,-
29743,992.39,23.18,63.69,309.00,-
29744,992.43,23.92,62.89,313.00,-
29745,992.46,23.18,63.69,294.00,-
29746,992.49,23.92,62.89,300.00,-
29747,992.52,23.92,62.89,304.00,-
29748,992.56,23.92,62.89,300.00,-
29749,992.59,23.92,62.89,310.00,-
29750,992.63,24.66,62.92,304.00,-
29751,992.66,24.66,62.92,314.00,-
29752,992.69,24.65,62.09,299.00,-
29753,992.73,24.65,62.09,310.00,-
29754,992.76,24.65,62.09,306.00,-
29755,992.79,24.65,62.09,299.00,-
29756,992.83,24.65,62.09,316.00,-
29757,992.86,24.65,62.09,318.00,-
29758,992.89,24.64,61.25,308.00,-
29759,992.93,24.64,61.25,305.00,-
29760,992.96,24.64,61.25,317.00,-
29761,992.99,23.90,61.22,316.00,-
29762,993.03,23.90,61.22,316.00,-
29763,993.06,23.88,60.38,315.00,-
29764,993.09,23.90,61.22,295.00,-
29765,993.13,23.88,60.38,292.00,-
29766,993.16,23.88,60.38,302.00,-
29767,993.19,23.88,60.38,286.00,-
29768,993.23,23.87,59.55,343.00,-
29769,993.26,23.87,59.55,304.00,-
29770,993.29,23.84,57.88,271.00,-
29771,993.33,23.82,57.04,276.00,-
29772,993.36,23.84,57.88,298.00,-
29773,993.39,23.81,56.21,281.00,-
29774,993.43,24.53,55.41,290.00,-
29775,993.46,24.53,55.41,293.00,-
29776,993.49,23.77,54.54,298.00,-
29777,993.53,23.74,53.70,297.00,-
29778,993.56,23.74,53.70,297.00,-
29779,993.59,24.47,52.91,282.00,-
29780,993.63,23.70,52.03,304.00,-
29781,993.66,23.70,52.03,304.00,-
29782,993.69,22.92,51.15,288.00,-
29783,993.73,22.90,50.31,314.00,-
29784,993.76,23.62,49.52,307.00,-
29785,993.79,23.59,48.69,289.00,-
29786,993.83,23.56,47.85,283.00,-
29787,993.86,23.56,47.85,282.00,-
29788,993.89,23.56,47.85,296.00,-
29789,993.93,24.28,47.06,289.00,-
29790,993.96,23.52,47.01,248.00,-
29791,993.99,23.52,47.01,253.00,-
29792,994.03,23.52,47.01,251.00,-
29793,994.06,23.52,47.01,240.00,-
29794,994.09,23.52,47.01,241.00,-
29795,994.13,23.52,47.01,239.00,-
29796,994.16,23.49,46.18,248.00,-
29797,994.19,22.74,46.13,243.00,-
29798,994.23,23.52,47.01,256.00,-
29799,994.26,22.74,46.13,241.00,-
29800,994.29,22.74,46.13,246.00,-
29801,994.33,22.74,46.13,240.00,-
29802,994.36,22.74,46.13,243.00,-
29803,994.39,23.52,47.01,259.00,-
29804,994.43,22.74,46.13,245.00,-
29805,994.46,22.74,46.13,253.00,-
29806,994.49,22.74,46.13,258.00,-
29807,994.53,22.70,45.29,256.00,-
29808,994.56,22.74,46.13,252.00,-
29809,994.59,22.70,45.29,248.00,-
29810,994.63,22.74,46.13,254.00,-
29811,994.66,22.74,46.13,259.00,-
29812,994.69,22.74,46.13,252.00,-
29813,994.73,22.70,45.29,240.00,-
29814,994.76,21.95,45.24,245.00,-
29815,994.79,21.95,45.24,242.00,-
29816,994.83,21.95,45.24,241.00,-
29817,994.86,21.95,45.24,250.00,-
29818,994.89,21.95,45.24,240.00,-
29819,994.93,21.95,45.24,246.00,-
29820,994.96,21.91,44.40,243.00,-
29821,994.99,21.91,44.40,235.00,-
29822,995.03,21.91,44.40,228.00,-
29823,995.06,22.67,44.45,244.00,-
29824,995.10,21.91,44.40,226.00,-
29825,995.13,21.91,44.40,227.00,-
29826,995.16,21.91,44.40,250.00,-
29827,995.20,22.67,44.45,254.00,-
29828,995.23,22.67,44.45,276.00,-
29829,995.26,22.63,43.61,254.00,-
29830,995.30,21.91,44.40,263.00,-
29831,995.33,21.91,44.40,268.00,-
29832,995.36,22.67,44.45,248.00,-
29833,995.39,22.63,43.61,250.00,-
29834,995.43,22.63,43.61,243.00,-
29835,995.46,22.67,44.45,246.00,-
29836,995.50,22.63,43.61,229.00,-
29837,995.53,22.63,43.61,249.00,-
29838,995.56,21.88,43.56,253.00,-
29839,995.60,21.91,44.40,262.00,-
29840,995.63,21.88,43.56,286.00,-
29841,995.66,21.88,43.56,271.00,-
29842,995.70,21.91,44.40,265.00,-
29843,995.73,21.91,44.40,271.00,-
29844,995.76,21.88,43.56,251.00,-
29845,995.80,21.91,44.40,271.00,-
29846,995.83,22.67,44.45,252.00,-
29847,995.86,21.91,44.40,272.00,-
29848,995.89,21.88,43.56,249.00,-
29849,995.93,22.67,44.45,247.00,-
29850,995.96,21.88,43.56,259.00,-
29851,996.00,22.63,43.61,242.00,-
29852,996.03,21.91,44.40,274.00,-
29853,996.06,21.88,43.56,256.00,-
29854,996.10,21.88,43.56,260.00,-
29855,996.13,21.91,44.40,268.00,-
29856,996.16,21.88,43.56,245.00,-
29857,996.20,21.91,44.40,275.00,-
29858,996.23,22.63,43.61,270.00,-
29859,996.26,21.91,44.40,283.00,-
29860,996.30,21.88,43.56,270.00,-
29861,996.33,21.88,43.56,257.00,-
29862,996.36,21.88,43.56,257.00,-
29863,996.40,21.91,44.40,265.00,-
29864,996.43,21.91,44.40,255.00,-
29865,996.46,21.91,44.40,262.00,-
29866,996.50,21.88,43.56,245.00,-
29867,996.53,21.91,44.40,271.00,-
29868,996.56,21.88,43.56,263.00,-
29869,996.60,21.91,44.40,275.00,-
29870,996.63,21.88,43.56,250.00,-
29871,996.66,22.63,43.61,246.00,-
29872,996.70,21.88,43.56,256.00,-
29873,996.73,21.88,43.56,262.00,-
29874,996.76,21.88,43.56,257.00,-
29875,996.80,22.63,43.61,249.00,-
29876,996.83,21.88,43.56,273.00,-
29877,996.86,21.88,43.56,260.00,-
29878,996.90,21.88,43.56,255.00,-
29879,996.93,21.88,43.56,255.00,-
29880,996.96,21.88,43.56,248.00,-
29881,997.00,21.88,43.56,257.00,-
29882,997.03,21.88,43.56,259.00,-
29883,997.06,21.88,43.56,258.00,-
29884,997.10,22.63,43.61,246.00,-
29885,997.13,21.91,44.40,268.00,-
29886,997.16,22.63,43.61,242.00,-
29887,997.20,21.91,44.40,268.00,-
29888,997.23,21.88,43.56,254.00,-
29889,997.26,21.91,44.40,270.00,-
29890,997.30,22.63,43.61,248.00,-
29891,997.33,22.67,44.45,269.00,-
29892,997.36,21.91,44.40,264.00,-
29893,997.40,22.67,44.45,269.00,-
29894,997.43,21.91,44.40,261.00,-
29895,997.46,21.91,44.40,257.00,-
29896,997.50,22.63,43.61,245.00,-
29897,997.53,22.67,44.45,270.00,-
29898,997.56,21.91,44.40,267.00,-
29899,997.60,22.63,43.61,245.00,-
29900,997.63,22.63,43.61,240.00,-
29901,997.66,21.88,43.56,244.00,-
29902,997.70,22.63,43.61,234.00,-
29903,997.73,22.63,43.61,239.00,-
29904,997.76,21.88,43.56,265.00,-
29905,997.80,21.88,43.56,227.00,-
29906,997.83,21.88,43.56,238.00,-
29907,997.86,21.88,43.56,251.00,-
29908,997.90,21.84,42.72,232.00,-
29909,997.93,21.88,43.56,241.00,-
29910,997.96,21.88,43.56,230.00,-
29911,998.00,21.84,42.72,218.00,-
29912,998.03,21.88,43.56,229.00,-
29913,998.06,21.88,43.56,232.00,-
29914,998.10,21.84,42.72,226.00,-
29915,998.13,21.88,43.56,231.00,-
29916,998.16,21.88,43.56,221.00,-
29917,998.20,21.84,42.72,216.00,-
29918,998.23,21.84,42.72,216.00,-
29919,998.26,21.88,43.56,216.00,-
29920,998.30,21.84,42.72,227.00,-
29921,998.33,21.84,42.72,219.00,-
29922,998.37,21.84,42.72,215.00,-
29923,998.40,21.84,42.72,199.00,-
29924,998.43,21.84,42.72,192.00,-
29925,998.47,21.08,42.67,189.00,-
29926,998.50,21.84,42.72,194.00,-
29927,998.53,21.84,42.72,203.00,-
29928,998.57,21.84,42.72,198.00,-
29929,998.60,21.88,43.56,219.00,-
29930,998.63,21.08,42.67,203.00,-
29931,998.67,21.84,42.72,198.00,-
29932,998.70,21.88,43.56,198.00,-
29933,998.73,21.88,43.56,215.00,-
29934,998.76,21.88,43.56,210.00,-
29935,998.80,21.84,42.72,200.00,-
29936,998.83,21.88,43.56,193.00,-
29937,998.87,21.84,42.72,183.00,-
29938,998.90,21.88,43.56,202.00,-
29939,998.93,21.08,42.67,180.00,-
29940,998.97,21.84,42.72,188.00,-
29941,999.00,21.88,43.56,200.00,-
29942,999.03,21.88,43.56,202.00,-
29943,999.07,21.88,43.56,208.00,-
29944,999.10,21.84,42.72,209.00,-
29945,999.13,21.88,43.56,200.00,-
29946,999.17,21.88,43.56,211.00,-
29947,999.20,21.84,42.72,217.00,-
29948,999.23,21.88,43.56,224.00,-
29949,999.26,21.88,43.56,225.00,-
29950,999.30,21.88,43.56,240.00,-
29951,999.33,21.88,43.56,242.00,-
29952,999.37,21.88,43.56,245.00,-
29953,999.40,21.88,43.56,249.00,-
29954,999.43,21.91,44.40,264.00,-
29955,999.47,21.91,44.40,261.00,-
29956,999.50,22.67,44.45,272.00,-
29957,999.53,22.63,43.61,247.00,-
29958,999.57,22.67,44.45,264.00,-
29959,999.60,22.63,43.61,262.00,-
29960,999.63,22.63,43.61,260.00,-
29961,999.67,22.63,43.61,276.00,-
29962,999.70,23.38,43.67,259.00,-
29963,999.73,23.34,42.83,273.00,-
29964,999.77,23.30,41.99,274.00,-
29965,999.80,23.26,41.15,264.00,-
29966,999.83,23.22,40.32,294.00,-
29967,999.87,23.17,39.48,278.00,-
29968,999.90,23.17,39.48,308.00,-
29969,999.93,23.08,37.80,314.00,-
29970,999.97,23.08,37.80,310.00,-
29971,1000.00,23.03,36.96,312.00,-
29972,1000.03,22.98,36.12,321.00,-
29973,1000.07,22.17,35.22,316.00,-
29974,1000.10,22.12,34.38,323.00,-
29975,1000.13,22.06,33.54,305.00,-
29976,1000.17,22.76,32.76,314.00,-
29977,1000.20,22.70,31.92,297.00,-
29978,1000.23,22.70,31.92,299.00,-
29979,1000.27,23.40,31.15,287.00,-
29980,1000.30,23.46,31.99,289.00,-
29981,1000.33,23.46,31.99,291.00,-
29982,1000.37,23.46,31.99,283.00,-
29983,1000.40,23.46,31.99,279.00,-
29984,1000.43,23.46,31.99,276.00,-
29985,1000.47,23.46,31.99,285.00,-
29986,1000.50,24.22,32.05,294.00,-
29987,1000.53,23.46,31.99,281.00,-
29988,1000.57,23.46,31.99,285.00,-
29989,1000.60,23.46,31.99,294.00,-
29990,1000.63,23.40,31.15,273.00,-
29991,1000.67,23.40,31.15,286.00,-
29992,1000.70,23.40,31.15,275.00,-
29993,1000.73,23.46,31.99,292.00,-
29994,1000.77,23.40,31.15,288.00,-
29995,1000.80,23.40,31.15,292.00,-
29996,1000.83,23.40,31.15,279.00,-
29997,1000.87,23.40,31.15,287.00,-
29998,1000.90,24.22,32.05,282.00,-
29999,1000.93,23.40,31.15,285.00,-
30000,1000.97,23.40,31.15,264.00,-
30001,1001.00,23.34,30.31,267.00,-
30002,1001.03,23.40,31.15,300.00,-
30003,1001.07,24.16,31.21,298.00,-
30004,1001.10,24.10,30.37,278.00,-
30005,1001.13,24.04,29.53,285.00,-
30006,1001.17,24.10,30.37,266.00,-
30007,1001.20,24.04,29.53,280.00,-
30008,1001.23,24.04,29.53,285.00,-
30009,1001.27,23.22,28.63,282.00,-
30010,1001.30,23.22,28.63,290.00,-
30011,1001.33,22.46,28.56,269.00,-
30012,1001.37,22.46,28.56,267.00,-
30013,1001.40,23.15,27.79,280.00,-
30014,1001.43,22.46,28.56,257.00,-
30015,1001.47,22.46,28.56,276.00,-
30016,1001.50,22.46,28.56,274.00,-
30017,1001.53,22.46,28.56,277.00,-
30018,1001.57,22.46,28.56,283.00,-
30019,1001.60,22.46,28.56,268.00,-
30020,1001.63,22.46,28.56,278.00,-
30021,1001.67,23.15,27.79,287.00,-
30022,1001.70,22.39,27.72,277.00,-
30023,1001.74,22.39,27.72,278.00,-
30024,1001.77,22.39,27.72,263.00,-
30025,1001.80,22.32,26.88,258.00,-
30026,1001.84,22.39,27.72,267.00,-
30027,1001.87,22.32,26.88,256.00,-
30028,1001.90,22.32,26.88,261.00,-
30029,1001.94,22.32,26.88,250.00,-
30030,1001.97,22.32,26.88,262.00,-
30031,1002.00,22.25,26.04,245.00,-
30032,1002.04,22.25,26.04,252.00,-
30033,1002.07,22.25,26.04,247.00,-
30034,1002.10,21.49,25.97,234.00,-
30035,1002.14,22.18,25.19,236.00,-
30036,1002.17,23.02,26.10,272.00,-
30037,1002.20,22.25,26.04,263.00,-
30038,1002.24,23.02,26.10,269.00,-
30039,1002.27,22.18,25.19,223.00,-
30040,1002.30,22.18,25.19,213.00,-
30041,1002.34,22.18,25.19,225.00,-
30042,1002.37,23.02,26.10,268.00,-
30043,1002.40,23.02,26.10,263.00,-
30044,1002.44,22.25,26.04,243.00,-
30045,1002.47,22.25,26.04,260.00,-
30046,1002.50,23.02,26.10,273.00,-
30047,1002.54,22.25,26.04,248.00,-
30048,1002.57,22.25,26.04,261.00,-
30049,1002.60,22.18,25.19,253.00,-
30050,1002.64,22.25,26.04,228.00,-
30051,1002.67,22.25,26.04,259.00,-
30052,1002.70,22.25,26.04,242.00,-
30053,1002.74,23.02,26.10,285.00,-
30054,1002.77,22.25,26.04,240.00,-
30055,1002.80,22.25,26.04,229.00,-
30056,1002.84,23.02,26.10,274.00,-
30057,1002.87,22.25,26.04,262.00,-
30058,1002.90,23.02,26.10,284.00,-
30059,1002.94,23.02,26.10,284.00,-
30060,1002.97,23.02,26.10,291.00,-
30061,1003.00,23.02,26.10,289.00,-
30062,1003.04,22.25,26.04,287.00,-
30063,1003.07,23.02,26.10,301.00,-
30064,1003.10,22.18,25.19,282.00,-
30065,1003.14,22.95,25.26,297.00,-
30066,1003.17,22.95,25.26,296.00,-
30067,1003.20,22.95,25.26,297.00,-
30068,1003.24,22.18,25.19,280.00,-
30069,1003.27,22.95,25.26,286.00,-
30070,1003.30,22.18,25.19,298.00,-
30071,1003.34,22.95,25.26,276.00,-
30072,1003.37,22.18,25.19,249.00,-
30073,1003.40,22.18,25.19,257.00,-
30074,1003.44,22.18,25.19,246.00,-
30075,1003.47,22.95,25.26,263.00,-
30076,1003.50,22.18,25.19,244.00,-
30077,1003.54,22.18,25.19,244.00,-
30078,1003.57,22.95,25.26,261.00,-
30079,1003.60,22.18,25.19,251.00,-
30080,1003.64,22.18,25.19,233.00,-
30081,1003.67,22.18,25.19,266.00,-
30082,1003.70,22.18,25.19,263.00,-
30083,1003.74,22.95,25.26,267.00,-
30084,1003.77,22.18,25.19,235.00,-
30085,1003.80,22.18,25.19,243.00,-
30086,1003.84,22.18,25.19,248.00,-
30087,1003.87,22.18,25.19,286.00,-
30088,1003.90,22.18,25.19,287.00,-
30089,1003.94,22.95,25.26,281.00,-
30090,1003.97,22.18,25.19,255.00,-
30091,1004.00,22.18,25.19,268.00,-
30092,1004.04,22.95,25.26,294.00,-
30093,1004.07,23.02,26.10,302.00,-
30094,1004.10,22.25,26.04,300.00,-
30095,1004.14,23.08,26.95,297.00,-
30096,1004.17,23.08,26.95,318.00,-
30097,1004.20,23.08,26.95,317.00,-
30098,1004.24,23.15,27.79,320.00,-
30099,1004.27,23.15,27.79,317.00,-
30100,1004.30,23.15,27.79,316.00,-
30101,1004.34,23.15,27.79,310.00,-
30102,1004.37,23.15,27.79,314.00,-
30103,1004.40,23.15,27.79,324.00,-
30104,1004.44,23.15,27.79,331.00,-
30105,1004.47,23.91,27.85,335.00,-
30106,1004.50,23.91,27.85,339.00,-
30107,1004.54,23.98,28.69,352.00,-
30108,1004.57,24.67,27.92,339.00,-
30109,1004.60,24.67,27.92,342.00,-
30110,1004.64,25.44,27.99,357.00,-
30111,1004.67,25.44,27.99,373.00,-
30112,1004.70,25.37,27.15,379.00,-
30113,1004.74,26.06,26.38,370.00,-
30114,1004.77,26.06,26.38,380.00,-
30115,1004.80,26.83,26.44,375.00,-
30116,1004.84,27.52,25.67,374.00,-
30117,1004.87,28.28,25.74,380.00,-
30118,1004.90,29.05,25.81,379.00,-
30119,1004.94,29.05,25.81,381.00,-
30120,1004.97,29.74,25.04,372.00,-
30121,1005.01,30.50,25.10,381.00,-
30122,1005.04,31.27,25.17,390.00,-
30123,1005.07,31.27,25.17,382.00,-
30124,1005.11,31.20,24.34,389.00,-
30125,1005.14,31.96,24.40,367.00,-
30126,1005.17,31.27,25.17,407.00,-
30127,1005.21,31.20,24.34,372.00,-
30128,1005.24,30.50,25.10,414.00,-
30129,1005.27,31.20,24.34,385.00,-
30130,1005.31,31.27,25.17,386.00,-
30131,1005.34,31.27,25.17,373.00,-
30132,1005.37,30.57,25.94,384.00,-
30133,1005.41,30.57,25.94,361.00,-
30134,1005.44,30.57,25.94,362.00,-
30135,1005.47,29.94,27.54,368.00,-
30136,1005.51,29.94,27.54,368.00,-
30137,1005.54,29.18,27.48,359.00,-
30138,1005.57,29.18,27.48,363.00,-
30139,1005.61,29.18,27.48,343.00,-
30140,1005.64,28.48,28.25,372.00,-
30141,1005.67,28.42,27.41,335.00,-
30142,1005.71,27.65,27.35,351.00,-
30143,1005.74,27.65,27.35,347.00,-
30144,1005.77,26.89,27.28,329.00,-
30145,1005.81,26.89,27.28,335.00,-
30146,1005.84,26.83,26.44,332.00,-
30147,1005.87,26.13,27.21,325.00,-
30148,1005.91,26.13,27.21,331.00,-
30149,1005.94,26.06,26.38,312.00,-
30150,1005.97,26.13,27.21,335.00,-
30151,1006.01,26.13,27.21,305.00,-
30152,1006.04,26.89,27.28,308.00,-
30153,1006.07,26.13,27.21,303.00,-
30154,1006.11,27.72,28.18,314.00,-
30155,1006.14,27.78,29.02,298.00,-
30156,1006.17,28.60,29.92,293.00,-
30157,1006.21,28.66,30.75,300.00,-
30158,1006.24,30.18,30.87,292.00,-
30159,1006.27,30.24,31.71,305.00,-
30160,1006.31,30.99,31.77,319.00,-
30161,1006.34,30.99,31.77,331.00,-
30162,1006.37,31.75,31.83,336.00,-
30163,1006.41,31.75,31.83,341.00,-
30164,1006.44,31.75,31.83,331.00,-
30165,1006.47,31.81,32.66,326.00,-
30166,1006.51,31.81,32.66,333.00,-
30167,1006.54,31.86,33.49,318.00,-
30168,1006.57,32.62,33.55,325.00,-
30169,1006.61,31.91,34.32,335.00,-
30170,1006.64,33.42,34.43,314.00,-
30171,1006.67,34.18,34.49,291.00,-
30172,1006.71,33.42,34.43,307.00,-
30173,1006.74,34.23,35.32,295.00,-
30174,1006.77,33.47,35.26,290.00,-
30175,1006.81,32.72,35.21,301.00,-
30176,1006.84,32.72,35.21,292.00,-
30177,1006.87,32.01,35.98,283.00,-
30178,1006.91,32.01,35.98,296.00,-
30179,1006.94,31.25,35.92,310.00,-
30180,1006.97,32.10,37.64,274.00,-
30181,1007.01,31.35,37.59,315.00,-
30182,1007.04,31.39,38.42,276.00,-
30183,1007.07,30.59,37.53,312.00,-
30184,1007.11,30.63,38.36,315.00,-
30185,1007.14,29.92,39.14,300.00,-
30186,1007.17,29.88,38.31,302.00,-
30187,1007.21,29.88,38.31,315.00,-
30188,1007.24,29.17,39.08,303.00,-
30189,1007.27,29.92,39.14,336.00,-
30190,1007.31,29.92,39.14,349.00,-
30191,1007.34,29.21,39.92,333.00,-
30192,1007.37,28.46,39.86,349.00,-
30193,1007.41,27.74,40.64,358.00,-
30194,1007.44,26.99,40.59,334.00,-
30195,1007.47,26.99,40.59,343.00,-
30196,1007.51,27.70,39.81,403.00,-
30197,1007.54,26.28,41.37,353.00,-
30198,1007.57,26.99,40.59,372.00,-
30199,1007.61,26.99,40.59,376.00,-
30200,1007.64,27.70,39.81,360.00,-
30201,1007.67,26.99,40.59,332.00,-
30202,1007.71,27.70,39.81,343.00,-
30203,1007.74,27.66,38.98,328.00,-
30204,1007.77,27.66,38.98,346.00,-
30205,1007.81,26.95,39.75,316.00,-
30206,1007.84,26.95,39.75,306.00,-
30207,1007.87,27.70,39.81,317.00,-
30208,1007.91,26.95,39.75,308.00,-
30209,1007.94,26.95,39.75,315.00,-
30210,1007.97,26.95,39.75,317.00,-
30211,1008.01,26.95,39.75,307.00,-
30212,1008.04,27.70,39.81,314.00,-
30213,1008.07,27.70,39.81,311.00,-
30214,1008.11,27.70,39.81,320.00,-
30215,1008.14,27.70,39.81,317.00,-
30216,1008.17,27.70,39.81,315.00,-
30217,1008.21,26.95,39.75,321.00,-
30218,1008.24,26.95,39.75,313.00,-
30219,1008.27,26.95,39.75,313.00,-
30220,1008.31,26.95,39.75,307.00,-
30221,1008.34,26.95,39.75,316.00,-
30222,1008.38,26.95,39.75,316.00,-
30223,1008.41,26.95,39.75,314.00,-
30224,1008.44,26.95,39.75,323.00,-
30225,1008.48,26.95,39.75,317.00,-
30226,1008.51,26.95,39.75,310.00,-
30227,1008.54,26.95,39.75,317.00,-
30228,1008.58,27.70,39.81,330.00,-
30229,1008.61,26.95,39.75,317.00,-
30230,1008.64,26.95,39.75,321.00,-
30231,1008.68,26.95,39.75,317.00,-
30232,1008.71,26.95,39.75,315.00,-
30233,1008.74,26.95,39.75,317.00,-
30234,1008.78,26.95,39.75,317.00,-
30235,1008.81,26.95,39.75,314.00,-
30236,1008.84,26.95,39.75,313.00,-
30237,1008.88,26.95,39.75,305.00,-
30238,1008.91,26.90,38.92,328.00,-
30239,1008.94,27.66,38.98,312.00,-
30240,1008.98,27.66,38.98,312.00,-
30241,1009.01,27.61,38.14,313.00,-
30242,1009.04,26.81,37.25,303.00,-
30243,1009.08,26.81,37.25,292.00,-
30244,1009.11,26.01,36.36,293.00,-
30245,1009.14,26.01,36.36,302.00,-
30246,1009.18,25.96,35.52,292.00,-
30247,1009.21,25.90,34.69,306.00,-
30248,1009.24,25.04,32.95,313.00,-
30249,1009.28,25.74,32.18,305.00,-
30250,1009.31,24.98,32.11,302.00,-
30251,1009.34,24.92,31.28,299.00,-
30252,1009.38,24.86,30.44,305.00,-
30253,1009.41,24.86,30.44,312.00,-
30254,1009.44,24.86,30.44,311.00,-
30255,1009.48,24.04,29.53,269.00,-
30256,1009.51,24.04,29.53,269.00,-
30257,1009.54,24.04,29.53,284.00,-
30258,1009.58,23.22,28.63,250.00,-
30259,1009.61,24.04,29.53,275.00,-
30260,1009.64,24.04,29.53,279.00,-
30261,1009.68,23.22,28.63,267.00,-
30262,1009.71,23.22,28.63,265.00,-
30263,1009.74,23.15,27.79,279.00,-
30264,1009.78,23.15,27.79,273.00,-
30265,1009.81,22.39,27.72,274.00,-
30266,1009.84,23.08,26.95,285.00,-
30267,1009.88,23.15,27.79,292.00,-
30268,1009.91,23.15,27.79,300.00,-
30269,1009.94,22.32,26.88,285.00,-
30270,1009.98,22.32,26.88,284.00,-
30271,1010.01,22.32,26.88,283.00,-
30272,1010.04,22.39,27.72,304.00,-
30273,1010.08,22.39,27.72,301.00,-
30274,1010.11,22.39,27.72,285.00,-
30275,1010.14,22.46,28.56,316.00,-
30276,1010.18,22.46,28.56,330.00,-
30277,1010.21,22.46,28.56,318.00,-
30278,1010.24,22.52,29.40,327.00,-
30279,1010.28,22.52,29.40,318.00,-
30280,1010.31,22.52,29.40,326.00,-
30281,1010.34,22.52,29.40,324.00,-
30282,1010.38,22.52,29.40,338.00,-
30283,1010.41,22.52,29.40,335.00,-
30284,1010.44,23.28,29.47,332.00,-
30285,1010.48,22.52,29.40,322.00,-
30286,1010.51,22.52,29.40,321.00,-
30287,1010.54,23.28,29.47,331.00,-
30288,1010.58,23.28,29.47,323.00,-
30289,1010.61,23.28,29.47,331.00,-
30290,1010.64,23.28,29.47,326.00,-
30291,1010.68,23.34,30.31,336.00,-
30292,1010.71,23.34,30.31,355.00,-
30293,1010.74,23.28,29.47,345.00,-
30294,1010.78,23.28,29.47,346.00,-
30295,1010.81,23.34,30.31,332.00,-
30296,1010.84,23.34,30.31,350.00,-
30297,1010.88,24.10,30.37,346.00,-
30298,1010.91,23.28,29.47,345.00,-
30299,1010.94,24.04,29.53,337.00,-
30300,1010.98,24.10,30.37,331.00,-
30301,1011.01,24.10,30.37,320.00,-
30302,1011.04,24.16,31.21,342.00,-
30303,1011.08,24.16,31.21,339.00,-
30304,1011.11,24.16,31.21,331.00,-
30305,1011.14,24.16,31.21,330.00,-
30306,1011.18,24.16,31.21,329.00,-
30307,1011.21,24.16,31.21,329.00,-
30308,1011.24,24.22,32.05,355.00,-
30309,1011.28,24.16,31.21,341.00,-
30310,1011.31,23.40,31.15,330.00,-
30311,1011.34,24.16,31.21,338.00,-
30312,1011.38,23.46,31.99,332.00,-
30313,1011.41,23.40,31.15,330.00,-
30314,1011.44,23.40,31.15,330.00,-
30315,1011.48,23.40,31.15,327.00,-
30316,1011.51,23.40,31.15,326.00,-
30317,1011.54,23.40,31.15,319.00,-
30318,1011.58,23.40,31.15,333.00,-
30319,1011.61,22.65,31.08,325.00,-
30320,1011.64,23.40,31.15,339.00,-
30321,1011.68,23.40,31.15,323.00,-
30322,1011.71,23.40,31.15,342.00,-
30323,1011.75,23.40,31.15,328.00,-
30324,1011.78,23.40,31.15,321.00,-
30325,1011.81,23.40,31.15,325.00,-
30326,1011.85,22.65,31.08,317.00,-
30327,1011.88,22.65,31.08,322.00,-
30328,1011.91,22.65,31.08,329.00,-
30329,1011.95,23.40,31.15,333.00,-
30330,1011.98,23.40,31.15,330.00,-
30331,1012.01,23.40,31.15,337.00,-
30332,1012.05,23.40,31.15,322.00,-
30333,1012.08,23.40,31.15,314.00,-
30334,1012.11,24.22,32.05,331.00,-
30335,1012.15,24.22,32.05,325.00,-
30336,1012.18,24.98,32.11,305.00,-
30337,1012.21,25.80,33.01,293.00,-
30338,1012.25,26.55,33.07,302.00,-
30339,1012.28,26.50,32.24,275.00,-
30340,1012.31,26.50,32.24,271.00,-
30341,1012.35,26.50,32.24,258.00,-
30342,1012.38,26.50,32.24,247.00,-
30343,1012.41,25.74,32.18,242.00,-
30344,1012.45,26.50,32.24,266.00,-
30345,1012.48,26.44,31.40,255.00,-
